instruction,image_similarity,label
make it more vibrant,0.7321251378336523,1
adjust brightness,0.9455756125573521,1
improve contrast,0.7705392697780498,1
brighten the photo,0.2813128355838641,0
increase contrast,0.2960268941725825,0
add more saturation,0.5246977884353733,0
make colors warmer,0.4396554776511574,0
sharpen the image,0.5631844539468635,0
add vignette effect,0.3514439626963028,0
boost highlights,0.5667050265869259,0
deepen shadows,0.6689630795623438,1
adjust white balance,0.6282283989275425,0
increase exposure,0.766548037506535,1
add color grading,0.6482711549899627,0
enhance details,0.880934744018558,1
make it more vibrant,1.0,1
adjust brightness,0.7837161439560342,1
improve contrast,0.815449747859923,1
brighten the photo,0.4453384477117701,0
increase contrast,0.4979572145730712,0
add more saturation,0.32771399728467315,0
make colors warmer,0.37798131829041426,0
sharpen the image,0.4318215391139492,0
add vignette effect,0.36555494889657225,0
boost highlights,0.44813480535158023,0
deepen shadows,0.4795859233247933,0
adjust white balance,0.5432202434895872,0
increase exposure,0.6565315112613218,1
add color grading,0.723421473253652,1
enhance details,0.8950500492814077,1
make it more vibrant,0.6801645959261209,1
adjust brightness,0.9184322398476584,1
improve contrast,0.8386011155774492,1
brighten the photo,0.2950536290347567,0
increase contrast,0.4074819492166603,0
add more saturation,0.26772779784377015,0
make colors warmer,0.4582409746184051,0
sharpen the image,0.47664522082130556,0
add vignette effect,0.5492451264008149,0
boost highlights,0.5689168643907818,0
deepen shadows,0.8255300139910895,1
adjust white balance,0.5562260015748683,0
increase exposure,0.6069003044998181,0
add color grading,0.6376859473575235,0
enhance details,0.6844522880839745,1
make it more vibrant,0.7162612872693482,1
adjust brightness,0.9389016531107552,1
improve contrast,1.0,1
brighten the photo,0.24292537062505237,0
increase contrast,0.2567644426895771,0
add more saturation,0.4271415556386404,0
make colors warmer,0.3647776955719028,0
sharpen the image,0.5232931817755511,0
add vignette effect,0.52029230208513,0
boost highlights,0.38842558850027686,0
deepen shadows,0.7347505201330062,1
adjust white balance,0.7995877673095522,1
increase exposure,0.5987211309515613,0
add color grading,0.6612298440064015,1
enhance details,0.7685865390724905,1
make it more vibrant,0.8134456789987026,1
adjust brightness,0.8858544272672831,1
improve contrast,1.0,1
brighten the photo,0.28230527725059507,0
increase contrast,0.2601702755461546,0
add more saturation,0.24206807719854728,0
make colors warmer,0.3469069960058081,0
sharpen the image,0.45668730271262026,0
add vignette effect,0.6794557863517787,1
boost highlights,0.4882388700963829,0
deepen shadows,0.6023787951638899,0
adjust white balance,0.6183577103927248,0
increase exposure,0.7788393273448083,1
add color grading,0.9526932425873622,1
enhance details,0.6869131227079679,1
make it more vibrant,0.7310560557481778,1
adjust brightness,0.9244160877069073,1
improve contrast,0.9281891489626313,1
brighten the photo,0.4846707325736034,0
increase contrast,0.39839281853259634,0
add more saturation,0.34407079092129406,0
make colors warmer,0.4790654830692309,0
sharpen the image,0.5708703580582908,0
add vignette effect,0.5820482181197364,0
boost highlights,0.5907274031107298,0
deepen shadows,0.6866674689589155,1
adjust white balance,0.7369295590445673,1
increase exposure,0.7982158991037527,1
add color grading,0.7648709887589642,1
enhance details,0.7232881919683145,1
make it more vibrant,0.7946713686433323,1
adjust brightness,0.9406508966508358,1
improve contrast,0.7783064329012765,1
brighten the photo,0.3368673308872901,0
increase contrast,0.3006661187672639,0
add more saturation,0.38287448229348175,0
make colors warmer,0.5478451862607299,0
sharpen the image,0.4791099068019903,0
add vignette effect,0.5046436548156149,0
boost highlights,0.4040143859020081,0
deepen shadows,0.6546253566027221,1
adjust white balance,0.6845484181141075,1
increase exposure,0.8763254723305459,1
add color grading,0.6692221765047,1
enhance details,0.7619150327663938,1
make it more vibrant,0.8049383683710756,1
adjust brightness,0.9777453279763475,1
improve contrast,0.8504704467613049,1
brighten the photo,0.3279021525770339,0
increase contrast,0.40078965097165387,0
add more saturation,0.39866091231563583,0
make colors warmer,0.37535663854494716,0
sharpen the image,0.4794089992898307,0
add vignette effect,0.6073631749859772,0
boost highlights,0.437348470058894,0
deepen shadows,0.5932969674146876,0
adjust white balance,0.5499879185060826,0
increase exposure,0.7795046628924842,1
add color grading,0.5476813095216224,0
enhance details,0.6841078152728411,1
make it more vibrant,0.8177211875064521,1
adjust brightness,0.9765524029234341,1
improve contrast,0.8534249738927013,1
brighten the photo,0.24448004733068016,0
increase contrast,0.528115706944059,0
add more saturation,0.2351986099583756,0
make colors warmer,0.20011940433799177,0
sharpen the image,0.5040014450053332,0
add vignette effect,0.4497945775647389,0
boost highlights,0.4378767182869287,0
deepen shadows,0.6508356447299354,1
adjust white balance,0.6443800713771198,0
increase exposure,0.6035921369263271,0
add color grading,0.5719695601329104,0
enhance details,0.8272457328280145,1
make it more vibrant,0.8450201177958662,1
adjust brightness,0.8100824136220618,1
improve contrast,1.0,1
brighten the photo,0.19299152336738473,0
increase contrast,0.18744748290752608,0
add more saturation,0.31080919301187554,0
make colors warmer,0.4154413983644502,0
sharpen the image,0.48433394493226917,0
add vignette effect,0.475876394214367,0
boost highlights,0.5752055396514297,0
deepen shadows,0.45484605758095564,0
adjust white balance,0.764376460407326,1
increase exposure,0.651784882160743,1
add color grading,0.8117295831588127,1
enhance details,0.7742725346377703,1
make it more vibrant,0.8256753219153784,1
adjust brightness,0.8769767280232205,1
improve contrast,0.9047708560017316,1
brighten the photo,0.3642722759867544,0
increase contrast,0.4729152530132431,0
add more saturation,0.399652116970147,0
make colors warmer,0.4909003757588512,0
sharpen the image,0.4510264305712773,0
add vignette effect,0.6440117215449472,0
boost highlights,0.47236076979407304,0
deepen shadows,0.7600940432910817,1
adjust white balance,0.6159842049355656,0
increase exposure,0.5169224897881951,0
add color grading,0.7128104414910789,1
enhance details,0.671894834252512,1
make it more vibrant,0.8640643548988725,1
adjust brightness,0.7547376020697609,1
improve contrast,0.8153816566785221,1
brighten the photo,0.11104592690544687,0
increase contrast,0.2947693680750923,0
add more saturation,0.13761206733710432,0
make colors warmer,0.26160971765142765,0
sharpen the image,0.5360414656144297,0
add vignette effect,0.5785800158650832,0
boost highlights,0.5825457561784965,0
deepen shadows,0.4833023856870788,0
adjust white balance,0.615228864385802,0
increase exposure,0.6596397460909431,1
add color grading,0.5841635310807457,0
enhance details,0.890339830176715,1
make it more vibrant,0.8677362290575672,1
adjust brightness,0.7979035826170336,1
improve contrast,0.8626885838994531,1
brighten the photo,0.32083828079475524,0
increase contrast,0.13582651315757088,0
add more saturation,0.3552822617479403,0
make colors warmer,0.35180157520022015,0
sharpen the image,0.3598379990105084,0
add vignette effect,0.4718899707114045,0
boost highlights,0.7197686526849523,1
deepen shadows,0.6440842861267011,0
adjust white balance,0.5628821010217203,0
increase exposure,0.7172582781356158,1
